CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,Segment
13113,1,280,10510.0,5,5,5,Champions
13115,9,132,2205.63,5,5,5,Champions
13116,117,31,485.19,2,3,3,At Risk
13117,22,76,984.91,4,4,4,Champions
13118,20,82,1125.0,4,4,4,Champions
13120,239,1,30.599999999999998,1,1,1,At Risk
13121,269,53,254.73,1,3,2,At Risk
13122,94,55,922.39,2,3,4,At Risk
13124,90,222,3756.33,2,5,5,Loyal Customers
13126,5,142,2056.29,5,5,5,Champions
13127,78,15,259.17,2,2,2,At Risk
13130,94,2,64.0,2,1,1,At Risk
13131,23,46,1039.3,4,3,4,Recent Customers
13132,262,3,77.3,1,1,1,At Risk
13133,274,7,109.8,1,1,1,At Risk
13134,73,105,1740.63,2,4,4,Loyal Customers
13135,197,1,3096.0,1,1,5,At Risk
13136,50,139,2545.38,3,5,5,Loyal Customers
13137,11,688,3557.96,5,5,5,Champions
13138,22,63,962.39,4,4,4,Champions
13139,16,174,5055.79,4,5,5,Champions
13140,108,45,422.47,2,3,2,At Risk
13141,85,136,2385.8,2,5,5,Loyal Customers
13142,19,23,307.09,4,2,2,Recent Customers
13144,333,3,110.95,1,1,1,At Risk
13145,40,7,614.77,3,1,3,Regular Customers
13146,26,17,228.91,4,2,1,Recent Customers
13147,10,4,712.8000000000001,5,1,3,Recent Customers
13148,29,340,3324.62,4,5,5,Champions
13149,14,86,1676.06,4,4,4,Champions
13151,203,75,1250.3700000000001,1,4,4,Loyal Customers
13153,6,15,486.22,5,2,3,Recent Customers
13154,144,1,-611.86,2,1,1,At Risk
13155,33,85,971.76,3,4,4,Loyal Customers
13157,49,89,1721.57,3,4,4,Loyal Customers
13158,95,79,1201.06,2,4,4,Loyal Customers
13159,9,121,1371.25,5,4,4,Champions
13160,22,4,91.8,4,1,1,Recent Customers
13161,313,8,112.75,1,1,1,At Risk
13162,122,82,1644.99,2,4,4,Loyal Customers
13165,46,42,1021.48,3,3,4,Regular Customers
13166,282,42,414.7,1,3,2,At Risk
13167,19,65,791.33,4,4,3,Loyal Customers
13168,36,128,1290.54,3,5,4,Loyal Customers
13169,64,13,712.88,3,1,3,Regular Customers
13170,27,30,108.81,4,3,1,Recent Customers
13171,8,48,426.81,5,3,2,Recent Customers
13173,4,43,353.65,5,3,2,Recent Customers
13174,16,293,2742.82,4,5,5,Champions
13176,46,67,481.49,3,4,3,Loyal Customers
13177,65,17,282.45,3,2,2,Regular Customers
13178,26,265,5725.47,4,5,5,Champions
13182,45,11,121.18,3,1,1,Regular Customers
13183,8,94,3957.78,5,4,5,Champions
13184,15,181,1616.45,4,5,4,Champions
13185,268,1,71.4,1,1,1,At Risk
13186,40,84,1539.69,3,4,4,Loyal Customers
13187,337,37,236.02,1,3,2,At Risk
13188,11,2,114.60000000000001,5,1,1,Recent Customers
13189,19,29,260.68,4,2,2,Recent Customers
13192,95,63,911.94,2,4,4,Loyal Customers
13193,61,25,112.08,3,2,1,Regular Customers
13194,136,3,60.7,2,1,1,At Risk
13196,11,110,1797.78,5,4,4,Champions
13198,10,229,3384.09,5,5,5,Champions
13199,4,120,9803.96,5,4,5,Champions
13200,19,46,870.09,4,3,3,Recent Customers
13203,10,57,869.46,5,3,3,Recent Customers
13207,15,8,250.26000000000002,4,1,2,Recent Customers
13208,59,149,1199.65,3,5,4,Loyal Customers
13209,30,329,5820.16,4,5,5,Champions
13210,94,22,353.48,2,2,2,At Risk
13211,10,55,1095.42,5,3,4,Recent Customers
13212,9,142,779.33,5,5,3,Loyal Customers
13213,57,92,1518.43,3,4,4,Loyal Customers
13216,268,5,333.74,1,1,2,At Risk
13217,122,7,133.62,2,1,1,At Risk
13218,127,5,62.63999999999999,2,1,1,At Risk
13220,78,21,819.2900000000001,2,2,3,At Risk
13221,240,66,847.41,1,4,3,Loyal Customers
13223,200,5,163.20000000000002,1,1,1,At Risk
13224,60,109,2150.85,3,4,5,Loyal Customers
13225,3,34,6083.04,5,3,5,Recent Customers
13226,273,16,108.21000000000001,1,2,1,At Risk
13227,202,9,257.7,1,1,2,At Risk
13228,81,2,358.0,2,1,2,At Risk
13229,226,10,160.95,1,1,1,At Risk
13230,4,588,2712.07,5,5,5,Champions
13232,13,202,1328.35,4,5,4,Champions
13233,74,43,605.12,2,3,3,At Risk
13235,212,59,101.17000000000007,1,4,1,Loyal Customers
13236,25,39,727.27,4,3,3,Recent Customers
13238,11,32,680.83,5,3,3,Recent Customers
13239,262,22,329.56,1,2,2,At Risk
13240,96,67,663.65,2,4,3,Loyal Customers
13242,112,13,270.40000000000003,2,1,2,At Risk
13243,203,57,585.12,1,3,3,At Risk
13244,93,27,121.74000000000001,2,2,1,At Risk
13245,51,16,430.5,3,2,2,Regular Customers
13246,18,138,1896.32,4,5,4,Champions
13247,18,25,501.12,4,2,3,Recent Customers
13248,125,26,465.68,2,2,3,At Risk
13249,92,23,711.41,2,2,3,At Risk
13253,157,36,1030.4,2,3,4,At Risk
13255,4,14,390.66,5,1,2,Recent Customers
13256,14,1,0.0,4,1,1,Recent Customers
13258,12,36,672.83,4,3,3,Recent Customers
13259,62,81,283.18,3,4,2,Loyal Customers
13260,61,8,557.62,3,1,3,Regular Customers
13261,269,9,944.1,1,1,4,At Risk
13262,263,11,200.29,1,1,1,At Risk
13263,1,1667,7436.93,5,5,5,Champions
13265,53,90,2092.66,3,4,5,Loyal Customers
13266,11,202,3717.67,5,5,5,Champions
13267,3,224,4404.44,5,5,5,Champions
13268,18,440,3127.7,4,5,5,Champions
13269,1,319,5312.97,5,5,5,Champions
13270,366,1,590.0,1,1,3,At Risk
13271,37,92,172.37,3,4,1,Loyal Customers
13272,31,15,276.56,4,2,2,Recent Customers
13273,113,16,138.98,2,2,1,At Risk
13276,64,30,590.9300000000001,3,3,3,Regular Customers
13277,16,8,258.4,4,1,2,Recent Customers
13278,41,46,542.73,3,3,3,Regular Customers
13279,64,11,126.30000000000001,3,1,1,Regular Customers
13280,122,82,798.46,2,4,3,Loyal Customers
13282,18,40,1047.8400000000001,4,3,4,Recent Customers
13283,60,7,93.66,3,1,1,Regular Customers
13284,323,14,196.15,1,1,1,At Risk
13285,23,187,2709.12,4,5,5,Champions
13291,156,42,361.11,2,3,2,At Risk
13292,39,31,578.9399999999999,3,3,3,Regular Customers
13294,190,54,873.74,1,3,3,At Risk
13295,360,11,197.95000000000002,1,1,1,At Risk
13296,137,5,87.4,2,1,1,At Risk
13297,8,59,2089.85,5,4,5,Champions
13298,1,2,360.0,5,1,2,Recent Customers
13299,268,5,142.5,1,1,1,At Risk
13300,165,22,365.29,2,2,2,At Risk
13301,104,81,618.09,2,4,3,Loyal Customers
13302,155,1,63.75,2,1,1,At Risk
13304,351,21,300.42,1,2,2,At Risk
13305,4,81,2000.86,5,4,5,Champions
13307,120,1,15.0,2,1,1,At Risk
13308,23,57,1367.6100000000001,4,3,4,Recent Customers
13309,7,107,1456.79,5,4,4,Champions
13310,9,77,1083.63,5,4,4,Champions
13311,4,26,598.57,5,2,3,Recent Customers
13313,22,78,1555.32,4,4,4,Champions
13314,2,74,593.51,5,4,3,Loyal Customers
13316,37,87,5570.6900000000005,3,4,5,Loyal Customers
13317,64,135,2140.07,3,5,5,Loyal Customers
13318,1,20,640.76,5,2,3,Recent Customers
13319,5,500,10664.34,5,5,5,Champions
13320,70,109,1475.2,3,4,4,Loyal Customers
13321,72,11,567.36,2,1,3,At Risk
13322,17,25,199.48000000000002,4,2,1,Recent Customers
13323,3,21,787.85,5,2,3,Recent Customers
13324,32,77,7072.8,4,4,5,Champions
13325,82,12,675.3,2,1,3,At Risk
13327,39,109,3617.57,3,4,5,Loyal Customers
13328,316,17,1308.48,1,2,4,At Risk
13329,32,19,740.4,4,2,3,Recent Customers
13330,93,53,1140.93,2,3,4,At Risk
13332,14,21,350.9,4,2,2,Recent Customers
13334,82,265,3502.32,2,5,5,Loyal Customers
13336,77,51,795.12,2,3,3,At Risk
13338,154,24,431.82,2,2,2,At Risk
13339,201,54,860.12,1,3,3,At Risk
13340,45,134,10736.48,3,5,5,Loyal Customers
13341,261,42,775.85,1,3,3,At Risk
13343,173,22,303.93,2,2,2,At Risk
13344,68,116,2511.69,3,4,5,Loyal Customers
13345,277,22,377.6,1,2,2,At Risk
13347,70,8,341.36,3,1,2,Regular Customers
13348,64,14,233.76,3,1,2,Regular Customers
13349,11,16,247.32,5,2,2,Recent Customers
13350,16,43,910.72,4,3,4,Recent Customers
13351,66,16,373.94,3,2,2,Regular Customers
13352,8,27,389.28,5,2,2,Recent Customers
13354,71,51,743.53,3,3,3,Regular Customers
13355,122,32,674.7,2,3,3,At Risk
13356,80,42,768.24,2,3,3,At Risk
13357,257,89,609.4,1,4,3,Loyal Customers
13358,269,29,439.03,1,2,2,At Risk
13359,59,24,431.26,3,2,2,Regular Customers
13362,3,169,3085.4900000000002,5,5,5,Champions
13363,18,60,992.5,4,4,4,Champions
13364,67,20,0.0,3,2,1,Regular Customers
13365,9,132,2191.22,5,5,5,Champions
13366,50,1,56.160000000000004,3,1,1,Regular Customers
13368,257,29,623.4,1,2,3,At Risk
13369,354,19,263.75,1,2,2,At Risk
13370,366,44,721.32,1,3,3,At Risk
13372,90,23,378.64,2,2,2,At Risk
13373,61,158,3312.25,3,5,5,Loyal Customers
13375,81,38,772.9,2,3,3,At Risk
13376,99,53,1019.76,2,3,4,At Risk
13379,26,97,572.56,4,4,3,Loyal Customers
13381,21,173,3626.81,4,5,5,Champions
13382,281,15,222.99,1,2,1,At Risk
13384,31,155,4122.28,4,5,5,Champions
13385,330,35,534.57,1,3,3,At Risk
13388,121,36,627.15,2,3,3,At Risk
13389,11,51,797.96,5,3,3,Recent Customers
13390,75,13,544.08,2,1,3,At Risk
13391,204,1,59.8,1,1,1,At Risk
13394,2,164,2312.8,5,5,5,Champions
13395,185,21,307.72,1,2,2,At Risk
13396,22,47,1325.29,4,3,4,Recent Customers
13397,73,39,1539.18,2,3,4,At Risk
13398,192,26,457.34,1,2,2,At Risk
13402,127,39,621.23,2,3,3,At Risk
13403,18,3,75.0,4,1,1,Recent Customers
13404,1,11,252.49,5,1,2,Recent Customers
13405,74,27,572.451,2,2,3,At Risk
13408,2,501,27487.41,5,5,5,Champions
13410,9,30,988.91,5,3,4,Recent Customers
13411,107,18,213.55,2,2,1,At Risk
13414,134,24,1390.5,2,2,4,At Risk
13416,44,19,712.5,3,2,3,Regular Customers
13417,5,28,640.83,5,2,3,Recent Customers
13418,12,314,5845.44,4,5,5,Champions
13419,64,16,221.06,3,2,1,Regular Customers
13420,135,10,140.35,2,1,1,At Risk
13421,40,103,1831.61,3,4,4,Loyal Customers
13422,51,128,2601.55,3,5,5,Loyal Customers
13425,108,78,1624.21,2,4,4,Loyal Customers
13426,1,159,3550.7000000000003,5,5,5,Champions
13427,19,29,582.6,4,2,3,Recent Customers
13428,10,71,201.78,5,4,1,Loyal Customers
13429,11,67,1006.8,5,4,4,Champions
13430,19,54,648.6899999999999,4,3,3,Recent Customers
13431,67,46,1269.1,3,3,4,Regular Customers
13434,74,10,534.24,2,1,3,At Risk
13435,5,103,3794.4900000000002,5,4,5,Champions
13436,2,12,196.89,5,1,1,Recent Customers
13437,14,167,3408.06,4,5,5,Champions
13439,255,54,283.71,1,3,2,At Risk
13441,92,13,296.64,2,1,2,At Risk
13447,23,62,1104.23,4,4,4,Champions
13448,17,198,3460.9900000000002,4,5,5,Champions
13449,24,19,291.88,4,2,2,Recent Customers
13450,27,71,2043.7199999999998,4,4,5,Champions
13451,26,434,2838.56,4,5,5,Champions
13452,259,2,590.0,1,1,3,At Risk
13453,166,17,356.97999999999996,2,2,2,At Risk
13455,25,53,1007.35,4,3,4,Recent Customers
13456,18,65,1737.8200000000002,4,4,4,Champions
13458,7,394,9537.92,5,5,5,Champions
13460,29,17,183.44,4,2,1,Recent Customers
13461,39,27,1445.0,3,2,4,Regular Customers
13462,183,10,143.25,1,1,1,At Risk
13464,58,41,674.68,3,3,3,Regular Customers
13466,100,18,297.95,2,2,2,At Risk
13467,11,98,1071.91,5,4,4,Champions
13468,2,306,5656.75,5,5,5,Champions
13470,99,10,165.0,2,1,1,At Risk
13471,1,254,2501.84,5,5,5,Champions
13473,61,22,417.54,3,2,2,Regular Customers
13474,236,62,226.84,1,4,1,Loyal Customers
13475,191,86,1431.78,1,4,4,Loyal Customers
13476,179,61,1092.77,1,4,4,Loyal Customers
13477,38,81,1441.53,3,4,4,Loyal Customers
13479,198,16,291.0,1,2,2,At Risk
13481,46,112,1776.81,3,4,4,Loyal Customers
13482,232,11,184.64,1,1,1,At Risk
13483,66,10,140.34,3,1,1,Regular Customers
13484,241,8,313.8,1,1,2,At Risk
13485,233,23,454.24,1,2,2,At Risk
13486,78,69,1122.41,2,4,4,Loyal Customers
13487,58,34,575.4,3,3,3,Regular Customers
13488,17,427,8910.61,4,5,5,Champions
13489,105,14,449.52,2,1,2,At Risk
13491,52,86,1215.82,3,4,4,Loyal Customers
13492,136,50,1269.84,2,3,4,At Risk
13493,275,8,618.63,1,1,3,At Risk
13494,312,18,316.26000000000005,1,2,2,At Risk
13495,8,52,1990.1200000000001,5,3,4,Recent Customers
13496,11,36,617.93,5,3,3,Recent Customers
13497,283,20,321.05,1,2,2,At Risk
13499,18,45,1146.96,4,3,4,Recent Customers
13500,23,67,1136.77,4,4,4,Champions
13501,243,53,1310.47,1,3,4,At Risk
13502,17,18,292.0,4,2,2,Recent Customers
13503,71,17,216.85,3,2,1,Regular Customers
13504,64,22,295.93,3,2,2,Regular Customers
13505,68,227,4282.88,3,5,5,Loyal Customers
13506,312,29,452.82,1,2,2,At Risk
13507,3,162,2479.16,5,5,5,Champions
13508,244,12,110.97,1,1,1,At Risk
13509,9,44,979.72,5,3,4,Recent Customers
13510,1,117,1785.16,5,4,4,Champions
13512,261,15,251.21,1,2,2,At Risk
13513,127,10,205.1,2,1,1,At Risk
13514,74,4,152.20000000000002,2,1,1,At Risk
13515,73,59,891.12,2,4,3,Loyal Customers
13516,21,44,1389.41,4,3,4,Recent Customers
13517,60,143,2109.07,3,5,5,Loyal Customers
13518,86,36,627.16,2,3,3,At Risk
13519,50,9,110.80000000000001,3,1,1,Regular Customers
13520,59,95,3487.75,3,4,5,Loyal Customers
13521,1,418,1071.73,5,5,4,Champions
13522,30,5,125.80000000000001,4,1,1,Recent Customers
13523,33,177,3755.38,3,5,5,Loyal Customers
13524,41,27,680.1800000000001,3,2,3,Regular Customers
13525,15,6,628.78,4,1,3,Recent Customers
13527,34,218,2218.61,3,5,5,Loyal Customers
13529,79,15,307.76,2,2,2,At Risk
13531,205,22,483.8,1,2,3,At Risk
13532,34,66,210.31,3,4,1,Loyal Customers
13533,183,75,269.09,1,4,2,Loyal Customers
13534,2,342,5613.08,5,5,5,Champions
13536,1,178,3444.39,5,5,5,Champions
13538,43,25,1280.85,3,2,4,Regular Customers
13539,86,38,605.84,2,3,3,At Risk
13544,40,78,276.06,3,4,2,Loyal Customers
13546,12,97,621.09,4,4,3,Loyal Customers
13548,96,123,678.16,2,5,3,Loyal Customers
13549,26,52,916.12,4,3,4,Recent Customers
13551,319,4,91.80000000000001,1,1,1,At Risk
13552,66,121,3539.53,3,4,5,Loyal Customers
13555,74,135,4098.88,2,5,5,Loyal Customers
13557,28,34,584.06,4,3,3,Recent Customers
13558,6,169,594.52,5,5,3,Loyal Customers
13560,7,32,171.42000000000002,5,3,1,Recent Customers
13561,216,14,141.85999999999999,1,2,1,At Risk
13562,82,82,1799.33,2,4,4,Loyal Customers
13563,84,49,777.53,2,3,3,At Risk
13564,144,83,623.3900000000001,2,4,3,Loyal Customers
13565,19,38,240.22,4,3,2,Recent Customers
13566,41,169,856.84,3,5,3,Loyal Customers
13568,173,43,187.05,2,3,1,At Risk
13569,17,79,338.62,4,4,2,Loyal Customers
13570,243,27,239.49,1,2,2,At Risk
13571,13,340,2088.94,4,5,5,Champions
13572,206,33,1384.25,1,3,4,At Risk
13573,50,25,290.25,3,2,2,Regular Customers
13575,23,46,732.0699999999999,4,3,3,Recent Customers
13576,10,130,6703.3,5,5,5,Champions
13577,25,85,1658.3,4,4,4,Champions
13579,15,23,467.04,4,2,3,Recent Customers
13581,309,10,118.0,1,1,1,At Risk
13583,156,53,781.03,2,3,3,At Risk
13584,307,24,142.4,1,2,1,At Risk
13587,32,11,347.0,4,1,2,Recent Customers
13588,16,180,2445.12,4,5,5,Champions
13589,15,21,379.65,4,2,2,Recent Customers
13590,11,89,1976.12,5,4,4,Champions
13591,65,58,1117.13,3,4,4,Loyal Customers
13592,36,16,247.95999999999998,3,2,2,Regular Customers
13593,108,128,1965.0800000000002,2,5,4,Loyal Customers
13594,53,26,396.97,3,2,2,Regular Customers
13596,6,146,664.11,5,5,3,Loyal Customers
13598,47,36,147.29,3,3,1,Regular Customers
13599,1,263,5026.85,5,5,5,Champions
13600,312,19,219.52,1,2,1,At Risk
13601,45,99,693.32,3,4,3,Loyal Customers
13602,65,23,428.89,3,2,2,Regular Customers
13603,26,27,164.34,4,2,1,Recent Customers
13606,29,40,276.75,4,3,2,Recent Customers
13607,40,97,675.51,3,4,3,Loyal Customers
13610,12,217,1065.88,4,5,4,Champions
13611,89,74,1140.8,2,4,4,Loyal Customers
13614,24,195,1585.46,4,5,4,Champions
13615,313,24,399.99,1,2,2,At Risk
13617,40,44,544.18,3,3,3,Regular Customers
13618,174,13,177.34,2,1,1,At Risk
13621,117,19,213.85,2,2,1,At Risk
13623,31,83,652.4,4,4,3,Loyal Customers
13626,253,19,257.23,1,2,2,At Risk
13627,59,94,1624.02,3,4,4,Loyal Customers
13629,23,59,7792.36,4,4,5,Champions
13630,5,80,1995.68,5,4,5,Champions
13631,100,12,3021.77,2,1,5,At Risk
13632,25,146,2114.68,4,5,5,Champions
13634,33,186,1547.3600000000001,3,5,4,Loyal Customers
13635,68,62,1071.03,3,4,4,Loyal Customers
13636,37,64,941.62,3,4,4,Loyal Customers
13637,52,99,804.3,3,4,3,Loyal Customers
13638,16,8,122.64,4,1,1,Recent Customers
13639,74,40,1033.34,2,3,4,At Risk
13642,216,57,312.28,1,3,2,At Risk
13643,31,28,519.44,4,2,3,Recent Customers
13644,9,148,2597.52,5,5,5,Champions
13645,120,5,252.1,2,1,2,At Risk
13647,10,79,1640.22,5,4,4,Champions
13649,257,23,346.6,1,2,2,At Risk
13650,17,98,1809.34,4,4,4,Champions
13651,35,6,94.2,3,1,1,Regular Customers
13652,46,63,1095.08,3,4,4,Loyal Customers
13654,43,166,2707.33,3,5,5,Loyal Customers
13655,114,56,932.97,2,3,4,At Risk
13656,165,49,379.65,2,3,2,At Risk
13657,11,16,382.14,5,2,2,Recent Customers
13658,10,112,2421.47,5,4,5,Champions
13659,197,107,1540.65,1,4,4,Loyal Customers
13662,86,57,862.58,2,3,3,At Risk
13663,179,13,189.47,1,1,1,At Risk
13666,60,12,84.65,3,1,1,Regular Customers
13667,149,83,299.05,2,4,2,Loyal Customers
13668,3,494,6162.31,5,5,5,Champions
13669,51,9,218.55,3,1,1,Regular Customers
13670,75,25,349.7,2,2,2,At Risk
13672,301,16,-71.46,1,2,1,At Risk
13673,19,60,387.44,4,4,2,Loyal Customers
13675,151,25,486.82000000000005,2,2,3,At Risk
13678,152,16,232.6,2,2,2,At Risk
13680,1,215,2199.01,5,5,5,Champions
13681,18,57,827.83,4,3,3,Recent Customers
13682,187,3,59.5,1,1,1,At Risk
13684,286,30,62.13,1,3,1,At Risk
13685,3,39,3119.44,5,3,5,Recent Customers
13686,183,8,72.0,1,1,1,At Risk
13689,63,6,910.0,3,1,4,Regular Customers
13690,59,9,172.25,3,1,1,Regular Customers
13692,25,55,1466.8700000000001,4,3,4,Recent Customers
13693,325,4,-32.0,1,1,1,At Risk
13694,4,584,62690.54,5,5,5,Champions
13695,31,90,2504.13,4,4,5,Champions
13697,39,12,151.29999999999998,3,1,1,Regular Customers
13699,155,14,308.58000000000004,2,2,2,At Risk
13700,26,194,2248.63,4,5,5,Champions
13703,318,1,99.5,1,1,1,At Risk
13704,5,135,2295.31,5,5,5,Champions
13705,8,28,711.86,5,2,3,Recent Customers
13706,303,20,330.79,1,2,2,At Risk
13707,267,48,806.41,1,3,3,At Risk
13708,271,49,285.33,1,3,2,At Risk
13709,4,345,6228.71,5,5,5,Champions
13710,32,8,180.48,4,1,1,Recent Customers
13711,219,13,252.06,1,1,2,At Risk
13712,247,10,228.84,1,1,1,At Risk
13715,281,107,1051.99,1,4,4,Loyal Customers
13716,269,21,138.28,1,2,1,At Risk
13717,32,103,1432.26,4,4,4,Champions
13718,246,12,306.55,1,1,2,At Risk
13719,15,60,1041.68,4,4,4,Champions
13720,117,43,799.9,2,3,3,At Risk
13721,36,28,524.14,3,2,3,Regular Customers
13722,120,86,2369.16,2,4,5,Loyal Customers
13723,217,6,199.85000000000002,1,1,1,At Risk
13725,50,118,1809.81,3,4,4,Loyal Customers
13726,39,42,1079.6599999999999,3,3,4,Regular Customers
13727,29,20,333.48,4,2,2,Recent Customers
13728,37,63,1016.14,3,4,4,Loyal Customers
13730,136,43,752.6,2,3,3,At Risk
13731,219,38,610.59,1,3,3,At Risk
13732,28,33,491.86,4,3,3,Recent Customers
13735,25,207,2764.48,4,5,5,Champions
13736,5,193,721.9,5,5,3,Loyal Customers
13737,200,30,339.59999999999997,1,3,2,At Risk
13739,18,3,216.9,4,1,1,Recent Customers
13740,241,23,350.75,1,2,2,At Risk
13741,72,35,666.33,2,3,3,At Risk
13742,17,315,3079.27,4,5,5,Champions
13743,3,42,1340.1499999999999,5,3,4,Recent Customers
13744,95,63,1080.52,2,4,4,Loyal Customers
13745,151,26,291.54,2,2,2,At Risk
13747,374,1,79.6,1,1,1,At Risk
13748,96,28,948.25,2,2,4,At Risk
13750,54,24,1647.26,3,2,4,Regular Customers
13751,288,9,296.25,1,1,2,At Risk
13752,124,75,1175.38,2,4,4,Loyal Customers
13753,288,35,741.26,1,3,3,At Risk
13754,152,12,282.59999999999997,2,1,2,At Risk
13755,4,322,2101.39,5,5,5,Champions
13756,2,143,5145.12,5,5,5,Champions
13758,12,117,3190.55,4,4,5,Champions
13759,33,25,659.4100000000001,3,2,3,Regular Customers
13760,54,57,286.79,3,3,2,Regular Customers
13761,50,70,1070.65,3,4,4,Loyal Customers
13762,204,14,3.552713678800501e-15,1,2,1,At Risk
13763,63,17,1689.46,3,2,4,Regular Customers
13764,71,207,1519.42,3,5,4,Loyal Customers
13767,2,399,16945.71,5,5,5,Champions
13769,2,143,2771.87,5,5,5,Champions
13771,64,120,2631.7,3,4,5,Loyal Customers
13772,34,173,1122.63,3,5,4,Loyal Customers
13774,82,22,345.0,2,2,2,At Risk
13777,1,219,25748.350000000002,5,5,5,Champions
13778,103,9,178.7,2,1,1,At Risk
13780,7,57,360.01,5,3,2,Recent Customers
13781,251,17,127.84,1,2,1,At Risk
13782,13,113,908.86,4,4,4,Champions
13784,10,31,2462.79,5,3,5,Recent Customers
13786,367,7,230.39999999999998,1,1,1,At Risk
13787,76,31,309.04,2,3,2,At Risk
13790,4,45,348.8,5,3,2,Recent Customers
13791,43,17,1047.68,3,2,4,Regular Customers
13792,66,13,195.55,3,1,1,Regular Customers
13798,1,438,36352.87,5,5,5,Champions
13799,117,39,688.86,2,3,3,At Risk
13800,310,33,558.32,1,3,3,At Risk
13801,67,23,324.8,3,2,2,Regular Customers
13802,138,66,3906.27,2,4,5,Loyal Customers
13803,255,17,277.07,1,2,2,At Risk
13804,31,135,2588.39,4,5,5,Champions
13805,52,13,924.6,3,1,4,Regular Customers
13806,64,10,256.38,3,1,2,Regular Customers
13807,367,7,112.6,1,1,1,At Risk
13808,6,76,1747.66,5,4,4,Champions
13809,305,12,155.05,1,1,1,At Risk
13810,29,36,899.51,4,3,3,Recent Customers
13811,184,14,591.75,1,2,3,At Risk
13812,42,36,539.0,3,3,3,Regular Customers
13813,40,71,1353.41,3,4,4,Loyal Customers
13814,56,58,1562.12,3,4,4,Loyal Customers
13815,22,177,4014.91,4,5,5,Champions
13816,24,33,555.04,4,3,3,Recent Customers
13817,29,24,382.98,4,2,2,Recent Customers
13819,302,36,1140.35,1,3,4,At Risk
13821,145,59,385.64,2,4,2,Loyal Customers
13822,6,96,632.0,5,4,3,Loyal Customers
13823,19,40,957.66,4,3,4,Recent Customers
13824,33,46,1698.94,3,3,4,Regular Customers
13826,158,12,174.65,2,1,1,At Risk
13827,58,92,409.8,3,4,2,Loyal Customers
13828,22,15,209.49,4,2,1,Recent Customers
13829,359,1,-102.0,1,1,1,At Risk
13831,16,72,2198.45,4,4,5,Champions
13832,18,4,40.949999999999996,4,1,1,Recent Customers
13833,159,28,383.85,2,2,2,At Risk
13835,25,55,834.57,4,3,3,Recent Customers
13837,212,18,266.59000000000003,1,2,2,At Risk
13838,6,165,674.82,5,5,3,Loyal Customers
13841,253,1,85.0,1,1,1,At Risk
13842,59,206,3385.62,3,5,5,Loyal Customers
13844,11,20,361.62,5,2,2,Recent Customers
13845,65,9,312.98,3,1,2,Regular Customers
13846,25,58,847.61,4,4,3,Loyal Customers
13848,92,5,1255.0,2,1,4,At Risk
13849,52,101,1537.95,3,4,4,Loyal Customers
13850,88,94,1586.81,2,4,4,Loyal Customers
13851,96,81,2651.46,2,4,5,Loyal Customers
13853,9,24,1056.94,5,2,4,Recent Customers
13854,9,114,8025.0199999999995,5,4,5,Champions
13856,169,17,363.4,2,2,2,At Risk
13858,57,11,216.17,3,1,1,Regular Customers
13859,326,28,201.16,1,2,1,At Risk
13860,1,77,1240.0,5,4,4,Champions
13862,18,142,2187.31,4,5,5,Champions
13863,245,22,299.56,1,2,2,At Risk
13865,58,30,501.56,3,3,3,Regular Customers
13866,74,7,145.67000000000002,2,1,1,At Risk
13867,31,60,1005.09,4,4,4,Champions
13868,7,33,3192.54,5,3,5,Recent Customers
13869,123,304,3083.65,2,5,5,Loyal Customers
13870,2,118,2751.25,5,4,5,Champions
13871,23,338,6389.8,4,5,5,Champions
13873,120,24,381.7,2,2,2,At Risk
13874,358,18,540.45,1,2,3,At Risk
13875,54,104,1786.79,3,4,4,Loyal Customers
13876,64,7,122.7,3,1,1,Regular Customers
13877,86,3,117.24,2,1,1,At Risk
13878,55,35,1271.57,3,3,4,Regular Customers
13880,21,165,3219.77,4,5,5,Champions
13881,4,180,16989.52,5,5,5,Champions
13882,3,66,1131.28,5,4,4,Champions
13883,1,155,2538.75,5,5,5,Champions
13884,7,60,781.3000000000001,5,4,3,Loyal Customers
13885,189,28,506.8,1,2,3,At Risk
13886,71,16,243.56,3,2,2,Regular Customers
13887,204,19,349.55,1,2,2,At Risk
13888,120,39,595.67,2,3,3,At Risk
13889,93,15,416.90000000000003,2,2,2,At Risk
13890,1,114,1860.8600000000001,5,4,4,Champions
13892,27,27,632.97,4,2,3,Recent Customers
13893,298,21,821.1,1,2,3,At Risk
13894,22,30,535.97,4,3,3,Recent Customers
13895,21,119,2588.12,4,4,5,Champions
13897,50,17,311.16,3,2,2,Regular Customers
13898,326,12,155.93,1,1,1,At Risk
13899,16,19,388.52,4,2,2,Recent Customers
13900,183,43,740.95,1,3,3,At Risk
13901,72,149,2867.2,2,5,5,Loyal Customers
13904,37,26,332.64,3,2,2,Regular Customers
13908,80,126,2347.05,2,5,5,Loyal Customers
13911,57,148,2580.91,3,5,5,Loyal Customers
13914,4,34,613.95,5,3,3,Recent Customers
13917,50,18,272.04,3,2,2,Regular Customers
13918,50,30,1212.8400000000001,3,3,4,Regular Customers
13919,53,33,350.15999999999997,3,3,2,Regular Customers
13922,352,7,172.25,1,1,1,At Risk
13923,54,20,351.13,3,2,2,Regular Customers
13924,2,137,1682.08,5,5,4,Champions
13925,36,45,616.65,3,3,3,Regular Customers
