InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Year,Month,Day
575060,23008,DOLLY GIRL BABY GIFT SET,6,2011-11-08 12:29:00,14.95,13089,United Kingdom,89.69999999999999,2011,11,8
549734,21465,PINK FLOWER CROCHET FOOD COVER,2,2011-04-11 17:12:00,3.75,16409,United Kingdom,7.5,2011,4,11
569020,23503,PLAYING CARDS KEEP CALM & CARRY ON,12,2011-09-30 09:39:00,1.25,15321,United Kingdom,15.0,2011,9,30
560270,22700,BLACK AND WHITE DOG BOWL,1,2011-07-17 14:42:00,2.95,16744,United Kingdom,2.95,2011,7,17
558679,22144,CHRISTMAS CRAFT LITTLE FRIENDS,1,2011-07-01 10:58:00,2.1,17800,United Kingdom,2.1,2011,7,1
540539,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-01-09 14:42:00,2.95,18260,United Kingdom,17.700000000000003,2011,1,9
577485,47480,HANGING PHOTO CLIP ROPE LADDER,3,2011-11-20 11:56:00,1.65,16360,United Kingdom,4.949999999999999,2011,11,20
560694,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-07-20 12:05:00,2.08,12757,Portugal,20.8,2011,7,20
573418,23089,GLASS BON BON JAR,24,2011-10-31 09:35:00,1.95,15360,United Kingdom,46.8,2011,10,31
557473,23092,LARGE ANTIQUE WHITE PHOTO FRAME,2,2011-06-20 13:28:00,7.9,17428,United Kingdom,15.8,2011,6,20
537671,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,6,2010-12-08 09:20:00,2.55,13267,United Kingdom,15.299999999999999,2010,12,8
568495,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-09-27 12:08:00,3.75,14755,United Kingdom,15.0,2011,9,27
574734,23203,JUMBO BAG VINTAGE DOILY ,1,2011-11-06 15:20:00,2.08,15025,United Kingdom,2.08,2011,11,6
560097,23198,PANTRY MAGNETIC  SHOPPING LIST,12,2011-07-14 17:40:00,1.45,13050,United Kingdom,17.4,2011,7,14
579132,22554,PLASTERS IN TIN WOODLAND ANIMALS,2,2011-11-28 12:35:00,1.65,15022,United Kingdom,3.3,2011,11,28
570672,20723,STRAWBERRY CHARLOTTE BAG,10,2011-10-11 14:52:00,0.85,12536,France,8.5,2011,10,11
552878,22537,MAGIC DRAWING SLATE DINOSAUR,24,2011-05-12 09:54:00,0.42,12625,Germany,10.08,2011,5,12
544839,22505,MEMO BOARD COTTAGE DESIGN,4,2011-02-24 10:50:00,4.95,14841,United Kingdom,19.8,2011,2,24
564335,22356,CHARLOTTE BAG PINK POLKADOT,2,2011-08-24 14:23:00,0.85,15800,United Kingdom,1.7,2011,8,24
553739,22570,FELTCRAFT CUSHION RABBIT,4,2011-05-19 09:23:00,3.75,14895,United Kingdom,15.0,2011,5,19
555594,21703,BAG 125g SWIRLY MARBLES,12,2011-06-06 10:09:00,0.42,13880,United Kingdom,5.04,2011,6,6
572281,23283,DOORMAT VINTAGE LEAF,2,2011-10-23 11:10:00,8.25,17211,United Kingdom,16.5,2011,10,23
576066,23503,PLAYING CARDS KEEP CALM & CARRY ON,1,2011-11-13 15:44:00,1.25,16898,United Kingdom,1.25,2011,11,13
559133,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,2011-07-06 13:13:00,1.25,17861,United Kingdom,30.0,2011,7,6
562574,20992,JAZZ HEARTS PURSE NOTEBOOK,4,2011-08-07 12:42:00,0.39,14903,United Kingdom,1.56,2011,8,7
545290,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-03-01 12:01:00,0.85,14688,United Kingdom,8.5,2011,3,1
538886,22562,MONSTERS STENCIL CRAFT,12,2010-12-14 16:07:00,1.25,13846,United Kingdom,15.0,2010,12,14
553485,23151,ZINC SWEETHEART SOAP DISH,4,2011-05-17 12:25:00,2.49,13208,United Kingdom,9.96,2011,5,17
546134,22860,EASTER TIN CHICKS PINK DAISY,60,2011-03-09 15:35:00,1.65,13493,Switzerland,99.0,2011,3,9
553212,23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,12,2011-05-16 09:42:00,1.65,15358,United Kingdom,19.799999999999997,2011,5,16
560387,23284,DOORMAT KEEP CALM AND COME IN,2,2011-07-18 13:00:00,7.95,14667,United Kingdom,15.9,2011,7,18
571671,23204,CHARLOTTE BAG APPLES DESIGN,6,2011-10-18 13:15:00,0.85,16940,United Kingdom,5.1,2011,10,18
541214,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-01-14 13:41:00,2.95,15570,United Kingdom,17.700000000000003,2011,1,14
572227,23373,VINTAGE CHRISTMAS PAPER GIFT BAG,20,2011-10-21 14:01:00,0.82,15051,United Kingdom,16.4,2011,10,21
576614,23216,LAUREL HEART ANTIQUE GOLD,1,2011-11-15 16:38:00,1.25,12933,United Kingdom,1.25,2011,11,15
546498,22364,GLASS JAR DIGESTIVE BISCUITS,1,2011-03-14 11:44:00,2.95,15493,United Kingdom,2.95,2011,3,14
556184,21876,POTTERING MUG,12,2011-06-09 11:39:00,1.25,16592,United Kingdom,15.0,2011,6,9
539752,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2010-12-21 15:43:00,2.55,12515,Italy,22.95,2010,12,21
548987,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2011-04-05 12:50:00,0.55,14535,United Kingdom,1.1,2011,4,5
568894,22630,DOLLY GIRL LUNCH BOX,3,2011-09-29 13:04:00,1.95,17528,United Kingdom,5.85,2011,9,29
576071,23395,BELLE JARDINIERE CUSHION COVER,1,2011-11-13 16:03:00,3.75,18069,United Kingdom,3.75,2011,11,13
581134,22281,EASTER TREE YELLOW BIRDS,1,2011-12-07 13:12:00,5.95,16368,United Kingdom,5.95,2011,12,7
556267,20992,JAZZ HEARTS PURSE NOTEBOOK,120,2011-06-09 19:33:00,0.39,13694,United Kingdom,46.800000000000004,2011,6,9
564372,21218,RED SPOTTY BISCUIT TIN,6,2011-08-25 09:55:00,3.75,12714,France,22.5,2011,8,25
580736,22303,COFFEE MUG APPLES DESIGN,6,2011-12-06 08:55:00,2.55,12716,France,15.299999999999999,2011,12,6
545530,21931,JUMBO STORAGE BAG SUKI,10,2011-03-03 13:45:00,1.95,17416,United Kingdom,19.5,2011,3,3
577522,84946,ANTIQUE SILVER T-LIGHT GLASS,18,2011-11-20 13:23:00,1.25,15988,United Kingdom,22.5,2011,11,20
559328,23188,VINTAGE  2 METER FOLDING RULER,12,2011-07-07 15:31:00,1.65,13743,United Kingdom,19.799999999999997,2011,7,7
566571,22813,PACK 3 BOXES BIRD PANNETONE ,12,2011-09-13 12:49:00,1.95,17037,United Kingdom,23.4,2011,9,13
580320,22381,TOY TIDY PINK POLKADOT,10,2011-12-02 15:40:00,2.1,15078,United Kingdom,21.0,2011,12,2
550525,48187,DOORMAT NEW ENGLAND,3,2011-04-19 10:19:00,7.95,14672,United Kingdom,23.85,2011,4,19
556776,21880,RED RETROSPOT TAPE,1,2011-06-14 12:24:00,0.65,14730,United Kingdom,0.65,2011,6,14
549832,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,6,2011-04-12 13:10:00,2.95,17278,United Kingdom,17.700000000000003,2011,4,12
561388,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",24,2011-07-27 09:32:00,4.25,12753,Japan,102.0,2011,7,27
554030,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-05-20 13:56:00,2.95,16497,United Kingdom,17.700000000000003,2011,5,20
553860,22537,MAGIC DRAWING SLATE DINOSAUR,1,2011-05-19 13:57:00,0.42,17841,United Kingdom,0.42,2011,5,19
544648,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-02-22 12:24:00,2.55,15722,United Kingdom,15.299999999999999,2011,2,22
579144,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,24,2011-11-28 13:11:00,0.39,13269,United Kingdom,9.36,2011,11,28
569848,22422,TOOTHPASTE TUBE PEN,12,2011-10-06 13:48:00,0.65,16316,United Kingdom,7.800000000000001,2011,10,6
575965,23530,WALL ART ONLY ONE PERSON ,6,2011-11-13 12:32:00,4.95,13426,United Kingdom,29.700000000000003,2011,11,13
558484,23168,CLASSIC SUGAR DISPENSER,12,2011-06-30 10:09:00,1.25,14267,United Kingdom,15.0,2011,6,30
555124,23091,ZINC HERB GARDEN CONTAINER,2,2011-05-31 15:26:00,6.25,18204,United Kingdom,12.5,2011,5,31
569844,23360,SET 8 CANDLES VINTAGE DOILY,12,2011-10-06 13:30:00,1.95,12626,Germany,23.4,2011,10,6
562313,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-08-04 11:38:00,1.45,14640,United Kingdom,17.4,2011,8,4
545759,22655,VINTAGE RED KITCHEN CABINET,2,2011-03-07 11:56:00,125.0,16316,United Kingdom,250.0,2011,3,7
556733,21564,PINK  HEART SHAPE LOVE BUCKET ,1,2011-06-14 11:53:00,2.95,16919,United Kingdom,2.95,2011,6,14
566271,22624,IVORY KITCHEN SCALES,2,2011-09-11 13:44:00,8.5,14250,United Kingdom,17.0,2011,9,11
545035,22379,RECYCLING BAG RETROSPOT ,10,2011-02-25 17:03:00,2.1,15078,United Kingdom,21.0,2011,2,25
571676,22469,HEART OF WICKER SMALL,3,2011-10-18 13:29:00,1.65,16910,United Kingdom,4.949999999999999,2011,10,18
540169,22567,20 DOLLY PEGS RETROSPOT,2,2011-01-05 12:20:00,1.25,14527,United Kingdom,2.5,2011,1,5
573915,23433,HANGING QUILTED PATCHWORK APPLES,3,2011-11-01 15:55:00,0.83,15511,United Kingdom,2.4899999999999998,2011,11,1
556792,21891,TRADITIONAL WOODEN SKIPPING ROPE,1,2011-06-14 13:52:00,1.45,17043,United Kingdom,1.45,2011,6,14
580140,22273,FELTCRAFT DOLL MOLLY,6,2011-12-02 09:19:00,2.95,14895,United Kingdom,17.700000000000003,2011,12,2
572225,23206,LUNCH BAG APPLE DESIGN,10,2011-10-21 13:50:00,1.65,13157,United Kingdom,16.5,2011,10,21
558455,23196,RETRO LEAVES MAGNETIC NOTEPAD,12,2011-06-29 13:58:00,1.45,14327,United Kingdom,17.4,2011,6,29
555488,23203,JUMBO BAG DOILEY PATTERNS,2,2011-06-03 13:43:00,2.08,16942,United Kingdom,4.16,2011,6,3
575985,21669,BLUE STRIPE CERAMIC DRAWER KNOB,6,2011-11-13 14:09:00,1.45,17841,United Kingdom,8.7,2011,11,13
558328,22432,WATERING CAN PINK BUNNY,6,2011-06-28 12:09:00,1.95,15146,United Kingdom,11.7,2011,6,28
555872,21371,MIRRORED WALL ART POPPIES,12,2011-06-07 15:04:00,0.75,13395,United Kingdom,9.0,2011,6,7
541038,85189,HANGING BUTTERFLY  EGG,3,2011-01-13 12:10:00,0.85,16395,United Kingdom,2.55,2011,1,13
547350,22197,SMALL POPCORN HOLDER,12,2011-03-22 12:05:00,0.85,17272,United Kingdom,10.2,2011,3,22
554498,47599B,BLUE PARTY BAGS ,12,2011-05-24 14:39:00,2.1,15314,United Kingdom,25.200000000000003,2011,5,24
569212,85152,HAND OVER THE CHOCOLATE   SIGN ,4,2011-10-02 12:05:00,2.1,15164,United Kingdom,8.4,2011,10,2
541588,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,2011-01-19 14:43:00,2.1,14307,United Kingdom,12.600000000000001,2011,1,19
579182,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2011-11-28 15:15:00,2.95,15601,United Kingdom,17.700000000000003,2011,11,28
558636,23050,RECYCLED ACAPULCO MAT GREEN,2,2011-06-30 19:58:00,8.25,14702,United Kingdom,16.5,2011,6,30
576834,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-11-16 15:10:00,4.95,13458,United Kingdom,14.850000000000001,2011,11,16
542727,21907,I'M ON HOLIDAY METAL SIGN,1,2011-01-31 15:09:00,2.1,17604,United Kingdom,2.1,2011,1,31
562419,22384,LUNCH BAG PINK POLKADOT,1,2011-08-04 16:36:00,1.65,14667,United Kingdom,1.65,2011,8,4
536744,22955,36 FOIL STAR CAKE CASES ,6,2010-12-02 13:36:00,2.1,14466,United Kingdom,12.600000000000001,2010,12,2
564434,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,48,2011-08-25 11:59:00,0.85,14687,United Kingdom,40.8,2011,8,25
563428,22825,DECORATIVE PLANT POT WITH FRIEZE,4,2011-08-16 11:44:00,7.95,13159,United Kingdom,31.8,2011,8,16
547324,82494L,WOODEN FRAME ANTIQUE WHITE ,12,2011-03-22 11:27:00,2.95,13014,United Kingdom,35.400000000000006,2011,3,22
563747,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-08-19 10:05:00,1.45,13089,United Kingdom,232.0,2011,8,19
573996,23215,JINGLE BELL HEART ANTIQUE SILVER,12,2011-11-02 11:37:00,2.08,16747,United Kingdom,24.96,2011,11,2
566269,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,1,2011-09-11 13:39:00,3.25,17864,United Kingdom,3.25,2011,9,11
576339,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,13,2011-11-14 15:27:00,2.46,14096,United Kingdom,31.98,2011,11,14
543586,23233,WRAP POPPIES  DESIGN,25,2011-02-10 11:16:00,0.42,15809,United Kingdom,10.5,2011,2,10
561488,20711,JUMBO BAG TOYS ,10,2011-07-27 13:51:00,2.08,16609,United Kingdom,20.8,2011,7,27
543235,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-04 13:30:00,1.69,14462,United Kingdom,13.52,2011,2,4
537653,21967,PACK OF 12 SKULL TISSUES,12,2010-12-07 15:54:00,0.29,17897,United Kingdom,3.4799999999999995,2010,12,7
536986,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,24,2010-12-03 14:40:00,0.85,16140,United Kingdom,20.4,2010,12,3
579870,22634,CHILDS BREAKFAST SET SPACEBOY ,2,2011-11-30 16:47:00,9.95,12437,France,19.9,2011,11,30
547862,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,3,2011-03-27 12:54:00,2.1,12841,United Kingdom,6.300000000000001,2011,3,27
579188,22174,PHOTO CUBE,3,2011-11-28 15:34:00,1.65,12748,United Kingdom,4.949999999999999,2011,11,28
547937,22283,6 EGG HOUSE PAINTED WOOD,1,2011-03-28 14:27:00,7.95,15068,United Kingdom,7.95,2011,3,28
569573,23505,PLAYING CARDS I LOVE LONDON ,100,2011-10-05 10:11:00,1.04,17511,United Kingdom,104.0,2011,10,5
563557,21981,PACK OF 12 WOODLAND TISSUES ,24,2011-08-17 13:33:00,0.29,15786,United Kingdom,6.959999999999999,2011,8,17
547790,21211,SET OF 72 SKULL PAPER  DOILIES,12,2011-03-25 12:04:00,1.45,12545,Spain,17.4,2011,3,25
C557883,90200B,BLACK SWEETHEART BRACELET,-1,2011-06-23 13:30:00,4.25,17611,United Kingdom,-4.25,2011,6,23
536667,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,12,2010-12-02 12:09:00,2.95,15260,United Kingdom,35.400000000000006,2010,12,2
578074,23491,VINTAGE JINGLE BELLS HEART,5,2011-11-22 16:06:00,8.25,17590,United Kingdom,41.25,2011,11,22
574233,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,2011-11-03 12:21:00,2.1,16929,United Kingdom,12.600000000000001,2011,11,3
574744,22111,SCOTTIE DOG HOT WATER BOTTLE,6,2011-11-07 07:38:00,4.95,16612,United Kingdom,29.700000000000003,2011,11,7
579571,84836,ZINC METAL HEART DECORATION,10,2011-11-30 11:48:00,1.25,16657,United Kingdom,12.5,2011,11,30
569005,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,12,2011-09-29 18:30:00,0.83,16268,United Kingdom,9.959999999999999,2011,9,29
544153,85150,LADIES & GENTLEMEN METAL SIGN,1,2011-02-16 12:11:00,2.55,15356,United Kingdom,2.55,2011,2,16
562035,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-08-02 09:29:00,0.85,12627,Germany,8.5,2011,8,2
565850,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,2011-09-07 12:55:00,8.5,14530,United Kingdom,8.5,2011,9,7
557262,22697,GREEN REGENCY TEACUP AND SAUCER,8,2011-06-19 10:55:00,2.95,16923,United Kingdom,23.6,2011,6,19
560224,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,2,2011-07-15 16:06:00,1.65,14572,United Kingdom,3.3,2011,7,15
556721,23203,JUMBO BAG DOILEY PATTERNS,20,2011-06-14 11:23:00,2.08,15218,United Kingdom,41.6,2011,6,14
548496,21724,PANDA AND BUNNIES STICKER SHEET,24,2011-03-31 13:40:00,0.85,12678,France,20.4,2011,3,31
556917,22554,PLASTERS IN TIN WOODLAND ANIMALS,96,2011-06-15 13:37:00,1.45,12415,Australia,139.2,2011,6,15
560089,20618,QUEEN OF THE SKIES PASSPORT COVER ,1,2011-07-14 16:45:00,2.1,12748,United Kingdom,2.1,2011,7,14
578927,20717,STRAWBERRY SHOPPER BAG,3,2011-11-27 12:26:00,1.25,15747,United Kingdom,3.75,2011,11,27
571007,48194,DOORMAT HEARTS,2,2011-10-13 12:07:00,8.25,13487,United Kingdom,16.5,2011,10,13
547367,22960,JAM MAKING SET WITH JARS,2,2011-03-22 13:11:00,4.25,15437,United Kingdom,8.5,2011,3,22
579516,22921,HERB MARKER CHIVES ,1,2011-11-29 17:52:00,0.65,17841,United Kingdom,0.65,2011,11,29
543040,22219,LOVEBIRD HANGING DECORATION WHITE ,3,2011-02-02 17:06:00,0.85,17337,United Kingdom,2.55,2011,2,2
574080,23506,MINI PLAYING CARDS SPACEBOY ,6,2011-11-02 16:29:00,0.42,16348,United Kingdom,2.52,2011,11,2
559005,21165,BEWARE OF THE CAT METAL SIGN ,24,2011-07-05 12:39:00,1.69,13183,United Kingdom,40.56,2011,7,5
556671,23291,DOLLY GIRL CHILDRENS CUP,2,2011-06-13 16:33:00,1.25,17841,United Kingdom,2.5,2011,6,13
566018,22080,RIBBON REEL POLKADOTS ,1,2011-09-08 12:42:00,1.65,13137,United Kingdom,1.65,2011,9,8
540953,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2011-01-12 13:16:00,0.55,14587,United Kingdom,0.55,2011,1,12
549744,22084,PAPER CHAIN KIT EMPIRE,12,2011-04-12 10:30:00,2.95,15240,United Kingdom,35.400000000000006,2011,4,12
560504,22605,WOODEN CROQUET GARDEN SET,4,2011-07-19 11:47:00,12.75,13081,United Kingdom,51.0,2011,7,19
550329,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-04-17 13:20:00,1.25,13951,United Kingdom,15.0,2011,4,17
543470,21211,SET OF 72 SKULL PAPER  DOILIES,12,2011-02-08 14:58:00,1.45,16951,United Kingdom,17.4,2011,2,8
558096,23091,ZINC HERB GARDEN CONTAINER,2,2011-06-26 13:24:00,6.25,15532,United Kingdom,12.5,2011,6,26
572756,23056,FLOWERS CHANDELIER T-LIGHT HOLDER,48,2011-10-25 17:32:00,1.0,15482,United Kingdom,48.0,2011,10,25
578233,21056,DOCTOR'S BAG SOFT TOY,1,2011-11-23 12:20:00,8.95,14049,United Kingdom,8.95,2011,11,23
C551508,23176,ABC TREASURE BOOK BOX ,-8,2011-04-28 18:16:00,2.25,13102,United Kingdom,-18.0,2011,4,28
555347,22383,LUNCH BAG SUKI DESIGN ,20,2011-06-02 12:04:00,1.65,14389,United Kingdom,33.0,2011,6,2
555647,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-06-06 13:43:00,1.25,12957,United Kingdom,15.0,2011,6,6
577757,20867,PINK ROSE FABRIC MIRROR,1,2011-11-21 15:10:00,1.25,13755,United Kingdom,1.25,2011,11,21
576239,22683,FRENCH BLUE METAL DOOR SIGN 8,10,2011-11-14 13:33:00,1.25,15694,United Kingdom,12.5,2011,11,14
559807,22597,MUSICAL ZINC HEART DECORATION ,3,2011-07-12 14:48:00,0.85,17841,United Kingdom,2.55,2011,7,12
558232,22994,TRAVEL CARD WALLET RETROSPOT,4,2011-06-27 14:30:00,0.42,17841,United Kingdom,1.68,2011,6,27
545712,22180,RETROSPOT LAMP,2,2011-03-07 09:52:00,9.95,18280,United Kingdom,19.9,2011,3,7
549845,84879,ASSORTED COLOUR BIRD ORNAMENT,40,2011-04-12 14:22:00,1.69,16729,United Kingdom,67.6,2011,4,12
559171,21922,UNION STRIPE WITH FRINGE  HAMMOCK,2,2011-07-07 08:21:00,7.95,17651,United Kingdom,15.9,2011,7,7
573300,22551,PLASTERS IN TIN SPACEBOY,1,2011-10-28 16:10:00,1.65,16049,United Kingdom,1.65,2011,10,28
537676,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,24,2010-12-08 09:53:00,1.25,12386,Australia,30.0,2010,12,8
550521,48184,DOORMAT ENGLISH ROSE ,2,2011-04-19 09:49:00,7.95,13647,United Kingdom,15.9,2011,4,19
545400,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,2011-03-02 12:03:00,3.25,17048,United Kingdom,19.5,2011,3,2
555417,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12,2011-06-03 10:17:00,1.45,12601,Germany,17.4,2011,6,3
578100,23318,BOX OF 6 MINI VINTAGE CRACKERS,12,2011-11-23 08:17:00,2.49,15814,United Kingdom,29.880000000000003,2011,11,23
539324,22493,PAINT YOUR OWN CANVAS SET,1,2010-12-16 19:51:00,1.65,14985,United Kingdom,1.65,2010,12,16
541604,21199,PINK  HEART CONFETTI IN TUBE,3,2011-01-19 17:23:00,1.65,14572,United Kingdom,4.949999999999999,2011,1,19
563210,21533,RETROSPOT LARGE MILK JUG,6,2011-08-14 12:27:00,4.95,16466,United Kingdom,29.700000000000003,2011,8,14
571724,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,4,2011-10-19 08:20:00,4.95,12572,Germany,19.8,2011,10,19
546742,20828,GLITTER BUTTERFLY CLIPS,7,2011-03-16 12:26:00,2.55,12849,United Kingdom,17.849999999999998,2011,3,16
540168,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-01-05 12:15:00,0.85,13715,United Kingdom,8.5,2011,1,5
569302,85099B,JUMBO BAG RED RETROSPOT,5,2011-10-03 12:04:00,2.08,16205,United Kingdom,10.4,2011,10,3
574656,23035,DRAWER KNOB CERAMIC IVORY,12,2011-11-06 11:36:00,1.45,16434,United Kingdom,17.4,2011,11,6
563428,22423,REGENCY CAKESTAND 3 TIER,2,2011-08-16 11:44:00,12.75,13159,United Kingdom,25.5,2011,8,16
545311,22383,LUNCH BAG SUKI DESIGN ,10,2011-03-01 13:45:00,1.65,15660,United Kingdom,16.5,2011,3,1
559061,22988,SOLDIERS EGG CUP ,6,2011-07-06 10:04:00,1.25,17220,United Kingdom,7.5,2011,7,6
555587,23164,REGENCY CAKE SLICE,4,2011-06-06 09:13:00,4.95,15687,United Kingdom,19.8,2011,6,6
559745,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-07-12 11:15:00,2.95,17790,United Kingdom,5.9,2011,7,12
574587,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,36,2011-11-06 10:29:00,1.25,14936,Channel Islands,45.0,2011,11,6
553655,47566,PARTY BUNTING,4,2011-05-18 11:14:00,4.95,16775,United Kingdom,19.8,2011,5,18
581149,23360,SET 8 CANDLES VINTAGE DOILY,2,2011-12-07 14:12:00,1.95,15471,United Kingdom,3.9,2011,12,7
572309,23217,LAUREL HEART ANTIQUE SILVER,2,2011-10-23 15:29:00,1.25,14432,United Kingdom,2.5,2011,10,23
573937,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-11-02 10:40:00,2.95,15830,United Kingdom,17.700000000000003,2011,11,2
579196,22273,FELTCRAFT DOLL MOLLY,1,2011-11-28 15:54:00,5.79,14096,United Kingdom,5.79,2011,11,28
550130,48138,DOORMAT UNION FLAG,2,2011-04-14 13:17:00,7.95,14390,United Kingdom,15.9,2011,4,14
570191,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24,2011-10-07 15:23:00,0.55,12778,Netherlands,13.200000000000001,2011,10,7
554561,23174,REGENCY SUGAR BOWL GREEN,6,2011-05-25 10:35:00,4.15,13317,United Kingdom,24.900000000000002,2011,5,25
557141,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-06-17 09:54:00,0.42,16779,United Kingdom,10.08,2011,6,17
569488,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,6,2011-10-04 13:10:00,0.85,16440,United Kingdom,5.1,2011,10,4
578250,22144,CHRISTMAS CRAFT LITTLE FRIENDS,1,2011-11-23 12:43:00,2.1,15901,United Kingdom,2.1,2011,11,23
580697,21592,RETROSPOT CIGAR BOX MATCHES ,9,2011-12-05 16:05:00,0.39,15984,United Kingdom,3.5100000000000002,2011,12,5
536398,22866,HAND WARMER SCOTTY DOG DESIGN,12,2010-12-01 10:52:00,2.1,13448,United Kingdom,25.200000000000003,2010,12,1
579690,23275,SET OF 3 HANGING OWLS OLLIE BEAK,1,2011-11-30 14:03:00,1.25,15060,United Kingdom,1.25,2011,11,30
537626,22494,EMERGENCY FIRST AID TIN ,12,2010-12-07 14:57:00,1.25,12347,Iceland,15.0,2010,12,7
543802,22329,ROUND CONTAINER SET OF 5 RETROSPOT,4,2011-02-13 12:03:00,1.65,13742,United Kingdom,6.6,2011,2,13
557636,23167,SMALL CERAMIC TOP STORAGE JAR ,6,2011-06-21 15:41:00,0.83,17841,United Kingdom,4.9799999999999995,2011,6,21
536993,22865,HAND WARMER OWL DESIGN,1,2010-12-03 15:19:00,2.1,14396,United Kingdom,2.1,2010,12,3
569246,23225,CHERUB HEART DECORATION SILVER ,1,2011-10-03 09:57:00,1.63,14096,United Kingdom,1.63,2011,10,3
569899,23284,DOORMAT KEEP CALM AND COME IN,2,2011-10-06 16:15:00,8.25,13940,United Kingdom,16.5,2011,10,6
549552,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,3,2011-04-10 11:58:00,2.08,13508,United Kingdom,6.24,2011,4,10
555340,23200,JUMBO BAG PEARS,3,2011-06-02 11:33:00,2.08,13334,United Kingdom,6.24,2011,6,2
567794,85099C,JUMBO  BAG BAROQUE BLACK WHITE,20,2011-09-22 11:41:00,1.79,17581,United Kingdom,35.8,2011,9,22
547839,82483,WOOD 2 DRAWER CABINET WHITE FINISH,6,2011-03-27 10:54:00,6.95,12916,United Kingdom,41.7,2011,3,27
555383,23006,TRAVEL CARD WALLET FLOWER MEADOW,4,2011-06-02 15:13:00,0.42,12517,Germany,1.68,2011,6,2
544045,79321,CHILLI LIGHTS,72,2011-02-15 12:12:00,4.95,13941,United Kingdom,356.40000000000003,2011,2,15
565579,23296,SET OF 6 TEA TIME BAKING CASES,4,2011-09-05 12:35:00,1.25,18283,United Kingdom,5.0,2011,9,5
544058,22380,TOY TIDY SPACEBOY  ,5,2011-02-15 12:56:00,2.1,14176,United Kingdom,10.5,2011,2,15
566227,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,12,2011-09-11 10:42:00,8.15,14258,United Kingdom,97.80000000000001,2011,9,11
549771,21213,PACK OF 72 SKULL CAKE CASES,12,2011-04-12 11:43:00,0.55,14669,United Kingdom,6.6000000000000005,2011,4,12
569893,21775,DECORATIVE FLORE BATHROOM BOTTLE,12,2011-10-06 15:51:00,1.25,12627,Germany,15.0,2011,10,6
580386,22365,DOORMAT RESPECTABLE HOUSE,2,2011-12-04 10:29:00,8.25,18065,United Kingdom,16.5,2011,12,4
571681,21015,DARK BIRD HOUSE TREE DECORATION,24,2011-10-18 13:44:00,0.29,16734,United Kingdom,6.959999999999999,2011,10,18
547785,22199,FRYING PAN RED RETROSPOT,1,2011-03-25 11:41:00,4.25,13097,United Kingdom,4.25,2011,3,25
